,Sym,Amount (000)
2020-06-01,WEC,5.3
2020-06-01,SNA,3.4
2020-06-01,CDW,3.9
2020-06-01,KLAC,2.3
2020-06-01,SJM,4.1
2020-06-01,LDOS,4.6
2020-06-01,KEYS,4.2
2020-06-01,GRMN,4.4
2020-06-01,ACGL,14.8
2020-06-01,PEG,8.5
2020-06-01,ED,5.8
2020-06-01,GLW,16.0
2020-06-01,TEL,5.0
2020-06-01,UDR,10.7
2020-06-01,AWK,3.0
2020-06-01,TFX,1.1
2020-06-01,FCX,33.1
2020-06-01,WRB,9.8
2020-06-01,CINF,5.9
2020-06-01,EIX,6.5
2020-06-01,CMI,2.0
2020-06-01,FE,9.1
2020-06-01,MCHP,6.7
2020-06-01,DVA,4.4
2020-06-01,L,10.2
2020-06-01,PCAR,4.7
2020-06-01,DTE,3.8
2020-06-01,ROK,1.6
2020-06-01,LW,5.3
2020-06-01,SO,6.3
2020-06-01,ETR,3.4
2020-06-01,PPL,12.4
2020-06-01,ZBRA,1.2
2020-06-01,PH,1.7
2020-06-01,HSIC,5.2
2020-06-01,AEE,4.2
2020-06-01,FMC,3.0
2020-06-01,EXPD,3.8
2020-06-01,GL,3.9
2020-06-01,UHS,3.1
2020-06-01,LUMN,28.3
2020-06-01,SWKS,2.2
2020-06-01,EXC,10.7
2020-06-01,MU,5.4
2020-06-01,IRM,10.5
2020-06-01,HPE,27.3
2020-06-01,AME,3.0
2020-06-01,CAH,5.0
2020-06-01,CMS,4.5
2020-06-01,HPQ,15.0
2020-06-01,CCL,15.7
2020-06-01,J,3.0
2020-06-01,TRMB,5.7
2020-06-01,RCL,4.8
2020-06-01,CMCSA,6.0
2020-06-01,EVRG,3.9
2020-06-01,D,2.8
2020-06-01,AIZ,2.2
2020-06-01,NTAP,5.0
2020-06-01,EMN,3.1
2020-06-01,ATO,2.1
2020-06-01,TER,2.5
2020-06-01,LNT,4.3
2020-06-01,PTC,2.6
2020-06-01,NWSA,13.4
2020-06-01,ENPH,0.0
2020-09-01,WMT,1394.2
2020-09-01,PG,1225.5
2020-09-01,KO,2031.1
2020-09-01,JNJ,665.4
2020-09-01,PEP,693.7
2020-09-01,COST,218.7
2020-09-01,MCD,350.9
2020-09-01,ABT,433.5
2020-09-01,SBUX,547.4
2020-09-01,MDLZ,686.2
2020-09-01,EL,175.6
2020-09-01,TGT,242.8
2020-09-01,DHR,172.5
2020-09-01,CL,427.0
2020-09-01,DG,122.1
2020-09-01,KMB,168.7
2020-09-01,UPS,126.9
2020-09-01,MNST,247.4
2020-09-01,CVS,333.8
2020-09-01,SYK,90.8
2020-09-01,ISRG,79.3
2020-09-01,GIS,303.6
2020-09-01,STZ,96.2
2020-09-01,KHC,582.4
2020-09-01,CMG,13.1
2020-09-01,BDX,70.4
2020-09-01,TSLA,106.9
2020-09-01,SYY,238.8
2020-09-01,WBA,411.5
2020-09-01,HSY,98.1
2020-09-01,CLX,63.0
2020-09-01,YUM,143.2
2020-09-01,HRL,262.1
2020-09-01,BSX,330.0
2020-09-01,ADM,268.9
2020-09-01,MKC,127.2
2020-09-01,EW,143.7
2020-09-01,CHD,120.3
2020-09-01,K,171.3
2020-09-01,NSC,51.5
2020-09-01,LOW,65.2
2020-09-01,SHW,46.5
2020-09-01,TSN,177.9
2020-09-01,DLTR,113.9
2020-09-01,FAST,227.5
2020-09-01,KR,297.3
2020-09-01,BAX,124.7
2020-09-01,HCA,72.8
2020-09-01,CSX,350.1
2020-09-01,NOW,18.1
2020-09-01,WY,307.7
2020-09-01,CAG,240.2
2020-09-01,IDXX,20.8
2020-09-01,JCI,193.4
2020-09-01,UNP,39.8
2020-09-01,TT,63.5
2020-09-01,FTV,120.5
2020-09-01,ADBE,15.3
2020-09-01,PPG,61.3
2020-09-01,VMC,53.9
2020-09-01,DXCM,69.7
2020-09-01,DHI,94.5
2020-09-01,PAYC,22.9
2020-09-01,VFC,101.3
2020-09-01,ROP,17.7
2020-09-01,LEN,82.9
2020-09-01,ZBH,50.7
2020-09-01,HD,23.7
2020-09-01,IP,171.3
2020-09-01,DPZ,15.4
2020-09-01,SJM,56.1
2020-09-01,APTV,70.2
2020-09-01,ANET,123.8
2020-09-01,RMD,36.4
2020-09-01,APD,20.9
2020-09-01,MLM,25.4
2020-09-01,DD,107.6
2020-09-01,MCK,39.8
2020-09-01,GWW,16.6
2020-09-01,DRI,57.9
2020-09-01,ALGN,17.8
2020-09-01,ECL,28.8
2020-09-01,FDX,22.9
2020-09-01,NUE,124.6
2020-09-01,ODFL,30.5
2020-09-01,TFX,15.4
2020-09-01,URI,29.7
2020-09-01,FDS,15.4
2020-09-01,ABC,50.3
2020-09-01,WST,17.6
2020-09-01,NEM,75.9
2020-09-01,ADSK,20.7
2020-09-01,SPGI,13.3
2020-09-01,ATVI,58.6
2020-09-01,DE,21.2
2020-09-01,LW,68.9
2020-09-01,ITW,23.3
2020-09-01,CHRW,43.1
2020-09-01,LH,23.2
2020-09-01,HOLX,64.3
2020-09-01,COO,12.5
2020-09-01,PKG,38.6
2020-09-01,KMX,42.7
2020-09-01,NVR,1.0
2020-09-01,AMAT,65.4
2020-09-01,DGX,32.9
2020-09-01,STE,21.3
2020-09-01,MAS,67.7
2020-09-01,CAT,24.5
2020-09-01,GPC,38.3
2020-09-01,NVDA,26.5
2020-09-01,LVS,76.3
2020-09-01,LRCX,10.7
2020-09-01,EA,27.3
2020-09-01,IFF,28.4
2020-09-01,JBHT,27.4
2020-09-01,CE,31.4
2020-09-01,CDAY,40.5
2020-09-01,CAH,70.7
2020-09-01,PHM,71.2
2020-09-01,ADI,27.7
2020-09-01,ETN,30.8
2020-09-01,TAP,93.5
2020-09-01,PNR,68.5
2020-09-01,APH,56.4
2020-09-01,NWL,175.1
2020-09-01,PWR,56.8
2020-09-01,WHR,16.1
2020-09-01,A,29.2
2020-09-01,EMR,44.4
2020-09-01,TEL,29.0
2020-09-01,MU,60.4
2020-09-01,CDNS,26.3
2020-09-01,ANSS,8.1
2020-09-01,BALL,30.8
2020-09-01,MSI,16.1
2020-09-01,STLD,86.8
2020-09-01,RHI,46.7
2020-09-01,ALB,27.6
2020-09-01,CMI,11.6
2020-09-01,F,365.0
2020-09-01,XRAY,54.9
2020-09-01,AAP,15.6
2020-09-01,ALLE,24.0
2020-09-01,GLW,72.6
2020-09-01,LYB,33.3
2020-09-01,PCAR,27.1
2020-09-01,KLAC,11.6
2020-09-01,LKQ,80.7
2020-09-01,AOS,42.0
2020-09-01,FCX,137.2
2020-09-01,BWA,55.0
2020-09-01,PH,10.2
2020-09-01,UHS,19.2
2020-09-01,TXN,14.3
2020-09-01,MCHP,38.4
2020-09-01,HSIC,32.8
2020-09-01,POOL,5.7
2020-09-01,ROK,8.4
2020-09-01,GM,62.7
2020-09-01,MHK,18.9
2020-09-01,GRMN,19.1
2020-09-01,FTNT,76.4
2020-09-01,AMD,21.8
2020-09-01,KEYS,17.7
2020-09-01,SWKS,11.8
2020-09-01,HPQ,89.6
2020-09-01,AME,17.1
2020-09-01,SNA,11.2
2020-09-01,OTIS,26.3
2020-09-01,EXPD,16.7
2020-09-01,RCL,20.9
2020-09-01,RL,19.4
2020-09-01,FMC,12.2
2020-09-01,ZBRA,5.0
2020-09-01,FSLR,18.6
2020-09-01,HPE,128.2
2020-09-01,DOV,10.7
2020-09-01,TRMB,23.7
2020-09-01,CCL,75.8
2020-09-01,TPR,73.4
2020-09-01,J,12.3
2020-09-01,XYL,13.3
2020-09-01,EMN,13.5
2020-09-01,QRVO,8.1
2020-09-01,GE,26.4
2020-09-01,QCOM,8.6
2020-09-01,IEX,5.5
2020-09-01,TER,12.3
2020-09-01,UAL,27.9
2020-09-01,MPWR,3.4
2020-09-01,WAB,15.1
2020-09-01,NTAP,21.0
2020-09-01,PTC,11.0
2020-09-01,NWSA,58.8
2020-09-01,TXT,22.8
2020-09-01,NDSN,4.2
2020-09-01,SWK,4.6
2020-09-01,FFIV,6.1
2020-09-01,CARR,24.0
2020-09-01,WYNN,10.2
2020-09-01,JNPR,33.1
2020-09-01,ON,32.5
2020-09-01,IR,16.2
2020-09-01,SEE,14.7
2020-09-01,ENPH,0.0
2020-12-01,WMT,3078.6
2020-12-01,PG,2695.5
2020-12-01,KO,4530.0
2020-12-01,JNJ,1469.8
2020-12-01,PEP,1477.7
2020-12-01,COST,486.5
2020-12-01,MCD,770.2
2020-12-01,SBUX,1193.0
2020-12-01,EL,376.9
2020-12-01,ABT,912.9
2020-12-01,TGT,538.9
2020-12-01,DHR,416.8
2020-12-01,MDLZ,1472.2
2020-12-01,CL,901.5
2020-12-01,CVS,817.8
2020-12-01,DG,261.4
2020-12-01,ISRG,199.4
2020-12-01,MNST,580.7
2020-12-01,JPM,412.8
2020-12-01,KMB,355.2
2020-12-01,SYK,188.9
2020-12-01,STZ,201.4
2020-12-01,KHC,1263.2
2020-12-01,BAC,1399.5
2020-12-01,CMG,30.4
2020-12-01,SYY,499.4
2020-12-01,GIS,628.4
2020-12-01,BDX,149.9
2020-12-01,YUM,309.6
2020-12-01,MSFT,149.3
2020-12-01,HSY,208.2
2020-12-01,WBA,781.3
2020-12-01,ADM,582.7
2020-12-01,EW,313.2
2020-12-01,HCA,166.9
2020-12-01,DLTR,249.2
2020-12-01,CLX,130.8
2020-12-01,MKC,274.6
2020-12-01,BSX,722.2
2020-12-01,HRL,549.8
2020-12-01,TSN,370.5
2020-12-01,C,369.7
2020-12-01,K,362.6
2020-12-01,ALGN,41.6
2020-12-01,CHD,253.3
2020-12-01,BAX,269.0
2020-12-01,WFC,714.7
2020-12-01,IDXX,42.7
2020-12-01,UPS,124.3
2020-12-01,MS,289.6
2020-12-01,KR,585.7
2020-12-01,CAG,503.5
2020-12-01,GS,65.4
2020-12-01,ZBH,110.7
2020-12-01,DRI,137.4
2020-12-01,RMD,74.3
2020-12-01,CSX,506.0
2020-12-01,UNP,71.6
2020-12-01,BLK,19.9
2020-12-01,SJM,117.3
2020-12-01,TFX,32.8
2020-12-01,NOW,24.4
2020-12-01,NEM,206.8
2020-12-01,NSC,52.0
2020-12-01,DXCM,130.1
2020-12-01,WST,42.4
2020-12-01,SCHW,219.2
2020-12-01,LW,146.4
2020-12-01,HOLX,154.7
2020-12-01,MCK,64.3
2020-12-01,ADBE,22.3
2020-12-01,ABC,109.9
2020-12-01,ROP,24.2
2020-12-01,GE,151.6
2020-12-01,LH,49.2
2020-12-01,DPZ,25.3
2020-12-01,USB,206.4
2020-12-01,NVDA,72.4
2020-12-01,STE,49.2
2020-12-01,FCX,358.6
2020-12-01,COO,25.5
2020-12-01,APD,33.2
2020-12-01,AON,42.1
2020-12-01,WY,265.5
2020-12-01,PNC,58.2
2020-12-01,ATVI,93.2
2020-12-01,ADSK,27.8
2020-12-01,DE,31.5
2020-12-01,GOOGL,96.6
2020-12-01,TFC,176.2
2020-12-01,TAP,181.6
2020-12-01,AMAT,94.7
2020-12-01,DGX,67.7
2020-12-01,LUV,172.2
2020-12-01,CAH,149.6
2020-12-01,LRCX,16.9
2020-12-01,QCOM,51.2
2020-12-01,MAR,55.0
2020-12-01,FDX,27.5
2020-12-01,FAST,145.2
2020-12-01,URI,29.9
2020-12-01,ANET,95.1
2020-12-01,MU,91.2
2020-12-01,HLT,61.5
2020-12-01,ITW,33.5
2020-12-01,CSCO,146.2
2020-12-01,FTV,90.6
2020-12-01,CAT,35.0
2020-12-01,BK,147.4
2020-12-01,META,22.8
2020-12-01,EA,42.7
2020-12-01,TXN,35.5
2020-12-01,XRAY,110.6
2020-12-01,SPGI,17.0
2020-12-01,PAYC,12.3
2020-12-01,EMR,69.1
2020-12-01,MLM,19.5
2020-12-01,DAL,133.0
2020-12-01,ADI,36.1
2020-12-01,LIN,20.1
2020-12-01,PYPL,22.0
2020-12-01,UHS,37.3
2020-12-01,VMC,34.5
2020-12-01,TROW,32.8
2020-12-01,APH,74.4
2020-12-01,TEL,40.0
2020-12-01,CDNS,34.3
2020-12-01,A,38.1
2020-12-01,HSIC,66.8
2020-12-01,IP,94.2
2020-12-01,GWW,10.7
2020-12-01,STT,59.0
2020-12-01,AMD,45.7
2020-12-01,KLAC,16.0
2020-12-01,PH,14.7
2020-12-01,MKTX,7.0
2020-12-01,ANSS,10.6
2020-12-01,LYB,41.1
2020-12-01,AMP,19.3
2020-12-01,BALL,40.2
2020-12-01,CMI,16.5
2020-12-01,FRC,25.3
2020-12-01,CHRW,39.5
2020-12-01,BA,17.0
2020-12-01,GLW,100.9
2020-12-01,MCHP,52.5
2020-12-01,SIVB,9.3
2020-12-01,FITB,130.8
2020-12-01,NUE,67.2
2020-12-01,MSI,20.8
2020-12-01,CDAY,33.0
2020-12-01,PKG,25.4
2020-12-01,PWR,47.5
2020-12-01,ORCL,51.8
2020-12-01,KEYS,25.2
2020-12-01,AJG,26.3
2020-12-01,PCAR,36.7
2020-12-01,GRMN,25.4
2020-12-01,FTNT,99.8
2020-12-01,ROK,11.8
2020-12-01,GILD,50.6
2020-12-01,FDS,8.7
2020-12-01,ETN,23.9
2020-12-01,RF,176.4
2020-12-01,AME,23.4
2020-12-01,CFG,78.4
2020-12-01,NTRS,29.1
2020-12-01,ABBV,25.3
2020-12-01,SWKS,16.8
2020-12-01,OTIS,37.5
2020-12-01,MA,7.1
2020-12-01,ZBRA,6.6
2020-12-01,MTB,19.7
2020-12-01,KEY,150.0
2020-12-01,RHI,38.3
2020-12-01,PNR,43.2
2020-12-01,BEN,91.0
2020-12-01,PFG,45.0
2020-12-01,FSLR,22.5
2020-12-01,APTV,16.7
2020-12-01,SWK,12.2
2020-12-01,QRVO,12.9
2020-12-01,MGM,67.9
2020-12-01,PPG,14.5
2020-12-01,TT,14.3
2020-12-01,NWL,97.1
2020-12-01,TRMB,30.8
2020-12-01,EXPD,20.8
2020-12-01,TER,16.5
2020-12-01,HBAN,156.4
2020-12-01,RJF,30.6
2020-12-01,NTAP,29.1
2020-12-01,AMGN,8.2
2020-12-01,SNA,10.9
2020-12-01,XYL,18.2
2020-12-01,FMC,16.0
2020-12-01,DOV,14.5
2020-12-01,WTW,8.6
2020-12-01,J,16.0
2020-12-01,HPE,146.2
2020-12-01,PTC,14.3
2020-12-01,MPWR,4.4
2020-12-01,BRO,33.7
2020-12-01,OXY,91.7
2020-12-01,FFIV,8.8
2020-12-01,IEX,7.7
2020-12-01,IVZ,84.4
2020-12-01,ON,43.4
2020-12-01,WAB,19.2
2020-12-01,TXT,28.1
2020-12-01,SBNY,9.8
2020-12-01,PARA,35.7
2020-12-01,NWSA,72.6
2020-12-01,VFC,14.5
2020-12-01,EMN,12.2
2020-12-01,IR,26.7
2020-12-01,CMA,21.4
2020-12-01,NDSN,5.8
2020-12-01,STLD,30.7
2020-12-01,WRK,25.5
2020-12-01,ZION,25.2
2020-12-01,WYNN,9.6
2020-12-01,SLB,45.6
2020-12-01,BKNG,0.4
2020-12-01,NVR,0.2
2020-12-01,BBY,9.7
2020-12-01,CSGP,10.4
2020-12-01,JNPR,42.6
2020-12-01,DISH,29.5
2020-12-01,SEE,19.1
2020-12-01,NKE,6.1
2020-12-01,VRTX,3.6
2020-12-01,FOXA,29.2
2020-12-01,SEDG,2.5
2020-12-01,ALK,14.7
2020-12-01,ODFL,3.8
2020-12-01,CTSH,8.9
2020-12-01,GNRC,3.2
2020-12-01,BKR,31.9
2020-12-01,INTU,1.5
2020-12-01,ENPH,3.1
2020-12-01,MMM,3.1
2020-12-01,GPC,5.2
2020-12-01,TDG,0.8
2020-12-01,LKQ,11.5
2020-12-01,JBHT,2.7
2020-12-01,TTWO,1.7
2020-12-01,EOG,6.4
2020-12-01,LEN,3.8
2020-12-01,NRG,7.3
2020-12-01,DHI,3.8
2020-12-01,ZTS,1.6
2020-12-01,EXPE,1.8
2020-12-01,ILMN,0.6
2020-12-01,NCLH,0.0
2021-03-01,WMT,3590.9
2021-03-01,PG,3218.6
2021-03-01,KO,5666.8
2021-03-01,JNJ,1709.9
2021-03-01,PEP,1788.5
2021-03-01,MCD,940.4
2021-03-01,COST,563.0
2021-03-01,SBUX,1400.0
2021-03-01,EL,470.2
2021-03-01,ABT,1088.5
2021-03-01,TGT,571.5
2021-03-01,MDLZ,1831.2
2021-03-01,DHR,442.9
2021-03-01,CL,1114.2
2021-03-01,BAC,1830.9
2021-03-01,KMB,469.0
2021-03-01,MNST,708.4
2021-03-01,JPM,409.5
2021-03-01,CVS,789.6
2021-03-01,ISRG,240.1
2021-03-01,DG,286.4
2021-03-01,KHC,1389.0
2021-03-01,LOW,291.1
2021-03-01,WFC,1398.1
2021-03-01,CMG,37.4
2021-03-01,WBA,907.7
2021-03-01,STZ,218.1
2021-03-01,BDX,199.9
2021-03-01,SYK,189.7
2021-03-01,SYY,581.3
2021-03-01,C,611.7
2021-03-01,GIS,700.4
2021-03-01,YUM,388.6
2021-03-01,HD,137.0
2021-03-01,MS,532.6
2021-03-01,ADM,709.8
2021-03-01,HSY,253.1
2021-03-01,TT,235.1
2021-03-01,JCI,633.7
2021-03-01,BSX,975.1
2021-03-01,APTV,273.2
2021-03-01,DD,467.3
2021-03-01,BLK,47.2
2021-03-01,GS,108.6
2021-03-01,PPG,232.6
2021-03-01,SHW,139.6
2021-03-01,TSN,453.7
2021-03-01,LEN,329.3
2021-03-01,DHI,371.6
2021-03-01,EW,389.9
2021-03-01,VFC,402.6
2021-03-01,DLTR,280.5
2021-03-01,HCA,162.7
2021-03-01,MKC,340.4
2021-03-01,HRL,621.7
2021-03-01,K,468.6
2021-03-01,BAX,350.4
2021-03-01,ALGN,53.2
2021-03-01,CLX,147.8
2021-03-01,ODFL,116.3
2021-03-01,USB,464.2
2021-03-01,ECL,118.9
2021-03-01,SCHW,381.4
2021-03-01,TSLA,111.2
2021-03-01,TFC,419.3
2021-03-01,CHD,279.3
2021-03-01,DRI,170.8
2021-03-01,PNC,129.5
2021-03-01,KMX,159.3
2021-03-01,CAG,550.6
2021-03-01,IDXX,41.7
2021-03-01,ZBH,129.4
2021-03-01,KR,554.2
2021-03-01,F,1598.2
2021-03-01,GM,340.2
2021-03-01,NVR,3.9
2021-03-01,RMD,89.8
2021-03-01,JBHT,102.8
2021-03-01,AON,71.3
2021-03-01,IFF,117.3
2021-03-01,GPC,137.2
2021-03-01,SJM,124.9
2021-03-01,MAS,261.1
2021-03-01,ALB,106.5
2021-03-01,CE,99.7
2021-03-01,PHM,278.0
2021-03-01,BK,300.8
2021-03-01,WHR,64.3
2021-03-01,LW,182.2
2021-03-01,WST,48.5
2021-03-01,ABC,114.5
2021-03-01,HOLX,180.7
2021-03-01,MHK,69.8
2021-03-01,CARR,313.3
2021-03-01,DXCM,146.1
2021-03-01,LKQ,289.7
2021-03-01,TPR,289.4
2021-03-01,COO,30.9
2021-03-01,LH,46.3
2021-03-01,MCK,59.8
2021-03-01,TROW,68.0
2021-03-01,BWA,239.8
2021-03-01,ALLE,87.8
2021-03-01,AOS,157.7
2021-03-01,STE,55.9
2021-03-01,TAP,201.3
2021-03-01,AAP,55.7
2021-03-01,CAH,164.1
2021-03-01,POOL,27.1
2021-03-01,FRC,55.0
2021-03-01,TFX,21.8
2021-03-01,XRAY,136.9
2021-03-01,AMP,37.2
2021-03-01,STT,102.1
2021-03-01,RL,69.2
2021-03-01,SIVB,16.4
2021-03-01,DPZ,21.9
2021-03-01,FITB,215.2
2021-03-01,DGX,62.2
2021-03-01,MTB,50.3
2021-03-01,AJG,60.4
2021-03-01,NTRS,63.4
2021-03-01,MKTX,12.9
2021-03-01,RF,306.3
2021-03-01,KEY,302.2
2021-03-01,CFG,131.6
2021-03-01,UHS,43.3
2021-03-01,RJF,64.6
2021-03-01,PFG,85.7
2021-03-01,HBAN,308.1
2021-03-01,BEN,159.2
2021-03-01,VRTX,21.7
2021-03-01,HSIC,61.4
2021-03-01,BRO,91.0
2021-03-01,GILD,61.6
2021-03-01,SBNY,16.7
2021-03-01,IVZ,134.1
2021-03-01,BA,13.2
2021-03-01,CMA,43.1
2021-03-01,ZION,50.5
2021-03-01,DAL,57.0
2021-03-01,SPG,20.8
2021-03-01,BIIB,8.4
2021-03-01,FOXA,58.3
2021-03-01,CSX,61.4
2021-03-01,LUV,30.2
2021-03-01,WY,49.3
2021-03-01,VRSN,7.9
2021-03-01,NSC,5.7
2021-03-01,UPS,8.5
2021-03-01,WTW,6.0
2021-03-01,KMI,69.7
2021-03-01,HIG,16.8
2021-03-01,WDC,15.1
2021-03-01,MSFT,4.2
2021-03-01,ANET,13.2
2021-03-01,INVH,27.3
2021-03-01,GOOGL,8.4
2021-03-01,MAA,5.5
2021-03-01,CME,3.8
2021-03-01,HLT,6.5
2021-03-01,BXP,7.3
2021-03-01,OMC,9.9
2021-03-01,URI,2.2
2021-03-01,ROP,1.7
2021-03-01,MAR,4.4
2021-03-01,GE,7.9
2021-03-01,VMC,3.8
2021-03-01,META,2.0
2021-03-01,BKR,27.0
2021-03-01,VTRS,41.3
2021-03-01,HST,34.1
2021-03-01,V,2.6
2021-03-01,CBOE,5.4
2021-03-01,BBY,4.5
2021-03-01,SLB,17.3
2021-03-01,HII,2.2
2021-03-01,PAYC,1.2
2021-03-01,CSGP,5.3
2021-03-01,REG,7.6
2021-03-01,GWW,1.0
2021-03-01,NEM,6.7
2021-03-01,MLM,1.2
2021-03-01,KIM,19.7
2021-03-01,FRT,3.5
2021-03-01,CDAY,4.1
2021-03-01,AAPL,2.8
2021-03-01,UNP,1.5
2021-03-01,BMY,5.4
2021-03-01,PYPL,1.4
2021-03-01,CSCO,6.4
2021-03-01,CMCSA,6.0
2021-03-01,FCX,8.7
2021-03-01,CHRW,2.9
2021-03-01,PFE,7.5
2021-03-01,AMGN,1.0
2021-03-01,RHI,3.3
2021-03-01,FDS,0.7
2021-03-01,MA,0.6
2021-03-01,EOG,3.0
2021-03-01,ORCL,3.1
2021-03-01,ENPH,0.0
2021-06-01,WMT,5222.6
2021-06-01,PG,4753.2
2021-06-01,JNJ,2823.1
2021-06-01,KO,8232.2
2021-06-01,PEP,2669.1
2021-06-01,COST,843.3
2021-06-01,MCD,1396.7
2021-06-01,SBUX,2093.5
2021-06-01,DHR,857.9
2021-06-01,EL,686.2
2021-06-01,TGT,894.6
2021-06-01,ABT,1796.8
2021-06-01,CL,1674.0
2021-06-01,ISRG,389.1
2021-06-01,CVS,1194.7
2021-06-01,DG,448.5
2021-06-01,MNST,1045.4
2021-06-01,KMB,667.0
2021-06-01,KHC,2108.4
2021-06-01,CMG,55.5
2021-06-01,SYK,315.8
2021-06-01,BAC,1927.2
2021-06-01,STZ,334.8
2021-06-01,JPM,491.0
2021-06-01,EW,697.3
2021-06-01,SYY,881.4
2021-06-01,BSX,1572.9
2021-06-01,HSY,372.6
2021-06-01,YUM,563.0
2021-06-01,WFC,1420.0
2021-06-01,BDX,253.7
2021-06-01,HCA,283.8
2021-06-01,MS,593.4
2021-06-01,ALGN,82.3
2021-06-01,C,701.3
2021-06-01,KR,1278.8
2021-06-01,TSN,662.5
2021-06-01,LOW,246.3
2021-06-01,BAX,583.5
2021-06-01,TT,254.9
2021-06-01,JCI,680.5
2021-06-01,HRL,976.3
2021-06-01,SCHW,621.5
2021-06-01,DXCM,421.6
2021-06-01,BLK,51.4
2021-06-01,HD,140.6
2021-06-01,IDXX,70.7
2021-06-01,GS,114.3
2021-06-01,K,671.2
2021-06-01,PPG,250.7
2021-06-01,DLTR,423.0
2021-06-01,APTV,266.3
2021-06-01,CLX,228.0
2021-06-01,RMD,164.8
2021-06-01,DRI,251.9
2021-06-01,CHD,428.6
2021-06-01,IFF,244.3
2021-06-01,DHI,395.4
2021-06-01,ZBH,220.0
2021-06-01,VFC,417.5
2021-06-01,LEN,339.8
2021-06-01,ODFL,125.4
2021-06-01,WST,87.6
2021-06-01,DD,389.4
2021-06-01,LIN,103.5
2021-06-01,USB,511.0
2021-06-01,SHW,103.6
2021-06-01,MSFT,103.0
2021-06-01,PNC,144.1
2021-06-01,TFX,67.8
2021-06-01,DE,75.4
2021-06-01,ATVI,277.6
2021-06-01,ECL,127.6
2021-06-01,AMAT,182.2
2021-06-01,SJM,198.6
2021-06-01,MCK,134.3
2021-06-01,TFC,457.4
2021-06-01,NEM,395.9
2021-06-01,ABC,214.4
2021-06-01,F,1608.8
2021-06-01,LRCX,36.5
2021-06-01,APD,80.2
2021-06-01,LH,83.1
2021-06-01,KMX,174.5
2021-06-01,ADSK,76.8
2021-06-01,STE,107.8
2021-06-01,FCX,565.8
2021-06-01,HOLX,309.7
2021-06-01,LW,255.5
2021-06-01,NVR,4.1
2021-06-01,ITW,87.6
2021-06-01,COO,49.4
2021-06-01,GPC,153.3
2021-06-01,AON,79.9
2021-06-01,GM,320.0
2021-06-01,CAT,86.4
2021-06-01,JBHT,114.9
2021-06-01,GE,221.8
2021-06-01,MU,216.1
2021-06-01,ALB,106.8
2021-06-01,EA,123.3
2021-06-01,TXN,89.4
2021-06-01,TSLA,75.7
2021-06-01,DGX,128.8
2021-06-01,NVDA,84.4
2021-06-01,CE,110.4
2021-06-01,ADI,95.2
2021-06-01,CARR,336.6
2021-06-01,CAH,285.3
2021-06-01,MAS,275.8
2021-06-01,POOL,34.5
2021-06-01,A,106.2
2021-06-01,LKQ,318.8
2021-06-01,PHM,286.2
2021-06-01,TROW,78.1
2021-06-01,BK,300.2
2021-06-01,EMR,159.8
2021-06-01,ETN,101.7
2021-06-01,XRAY,235.8
2021-06-01,ADBE,25.4
2021-06-01,WHR,67.4
2021-06-01,TEL,108.1
2021-06-01,MHK,75.3
2021-06-01,FTNT,283.3
2021-06-01,TPR,308.1
2021-06-01,ALLE,95.8
2021-06-01,APH,193.5
2021-06-01,CDNS,96.6
2021-06-01,QCOM,92.2
2021-06-01,KLAC,40.2
2021-06-01,AOS,179.1
2021-06-01,ANSS,36.2
2021-06-01,MSI,56.2
2021-06-01,LVS,227.6
2021-06-01,BWA,244.4
2021-06-01,AAP,56.9
2021-06-01,MCHP,150.8
2021-06-01,FRC,59.4
2021-06-01,LYB,107.7
2021-06-01,BALL,136.4
2021-06-01,HPQ,364.5
2021-06-01,AMD,110.9
2021-06-01,PH,33.8
2021-06-01,UHS,68.9
2021-06-01,STT,120.0
2021-06-01,CMI,39.7
2021-06-01,AJG,67.6
2021-06-01,AMP,37.8
2021-06-01,GLW,229.9
2021-06-01,KEYS,60.2
2021-06-01,RL,78.7
2021-06-01,SIVB,16.5
2021-06-01,CSCO,166.7
2021-06-01,ROK,30.7
2021-06-01,GILD,126.7
2021-06-01,SWKS,45.5
2021-06-01,ZBRA,16.2
2021-06-01,HSIC,115.0
2021-06-01,UNP,38.7
2021-06-01,WBA,161.1
2021-06-01,AME,63.5
2021-06-01,FITB,217.3
2021-06-01,NTRS,71.2
2021-06-01,GRMN,55.9
2021-06-01,PCAR,89.4
2021-06-01,SWK,37.3
2021-06-01,MKTX,16.4
2021-06-01,EXPD,59.2
2021-06-01,NTAP,88.5
2021-06-01,AMGN,29.1
2021-06-01,REGN,12.7
2021-06-01,KEY,329.4
2021-06-01,MTB,43.9
2021-06-01,PFE,161.3
2021-06-01,FTV,90.5
2021-06-01,BRO,116.8
2021-06-01,HPE,425.0
2021-06-01,BIIB,17.9
2021-06-01,RF,302.2
2021-06-01,RJF,69.9
2021-06-01,LLY,26.1
2021-06-01,CFG,130.1
2021-06-01,ABBV,52.6
2021-06-01,PFG,93.5
2021-06-01,TRMB,72.0
2021-06-01,XYL,48.7
2021-06-01,QRVO,29.5
2021-06-01,MRK,73.3
2021-06-01,DOV,37.8
2021-06-01,TER,41.5
2021-06-01,BMY,80.2
2021-06-01,PTC,37.3
2021-06-01,ILMN,11.0
2021-06-01,NWSA,198.9
2021-06-01,AWK,33.1
2021-06-01,BEN,150.6
